text,label,cleaned,stemmed
ترس وجودش را گرفته.,FEAR, ترس وجودش,ترس وجودش را گرفته.
خودمون کم بدبختی داریم ابی هم هی کنسرت میذاره,SAD, خودمون کم بدبختی ابی هی کنسرت میذاره,خودمون کم بدبختی داریم ابی هم هی کنسرت میذاره
من با چیزایی که بقیه خوشحال میشن خوشحال نمیشم، بقیه هم حسی به چیزایی که من رو خوشحال میکنه ندارند. عجیبه.,SURPRISE, چیزایی بقیه خوشحال میشن خوشحال نمیشم بقیه حسی چیزایی خوشحال عجیبه,من با چیزایی که بقیه خوشحال میشن خوشحال نمیشم، بقیه هم حسی به چیزایی که من رو خوشحال میکنه ندارند. عجیبه.
"شخصیتی که خیلی بهش حسادت میکنم ""خسرو""ی کتاب ادبیات دبیرستانه. دورهی موصوف تحصیلش مثل من بود. عالی تو درسای حفظی علی الخصوص ادبیات و ضعیف تو درس ریاضی. آخرشم مث اون بدترین راه رو انتخاب کردم و رفتم رشته ریاضی.",SAD, شخصیتی بهش حسادت خسرو کتاب ادبیات دبیرستانه دورهی موصوف تحصیلش عالی درسای حفظی علی الخصوص ادبیات ضعیف درس ریاضی آخرشم مث بدترین انتخاب رفتم رشته ریاضی,"شخصیتی که خیلی بهش حسادت میکنم ""خسرو""ی کتاب ادبیات دبیرستانه. دورهی موصوف تحصیلش مثل من بود. عالی تو درسای حفظی علی الخصوص ادبیات و ضعیف تو درس ریاضی. آخرشم مث اون بدترین راه رو انتخاب کردم و رفتم رشته ریاضی."
تنها اشکال #سام_عباسی اینه که خوراک خوبی برای شیادها نیست و قیافش جوریه که نمیشه ترحم و خشم مردم رو همزمان باهاش دراورد. اکت ایشون در زمانی بوده که لازم نبوده حواسا به جایی پرت شه,OTHER, اشکال سام عباسی خوراک خوبی شیادها قیافش جوریه نمیشه ترحم خشم همزمان باهاش دراورد اکت ایشون لازم نبوده حواسا جایی پرت شه,تنها اشکال #سام_عباسی اینه که خوراک خوبی برای شیادها نیست و قیافش جوریه که نمیشه ترحم و خشم مردم رو همزمان باهاش دراورد. اکت ایشون در زمانی بوده که لازم نبوده حواسا به جایی پرت شه
بخش ناراحت کننده تویت های فحاشان تویتری این هست که اکثرا دارای تحصیلات بالا هستند البته که مدرک شعور نمیاره ولی خب کسی ک مدرک بالا داره مدعی خیلی چیزها ست !!!!,SAD, ناراحت تویت فحاشان تویتری اکثرا دارای تحصیلات مدرک شعور نمیاره مدرک مدعی چیزها ست,بخش ناراحت کننده تویت های فحاشان تویتری این هست که اکثرا دارای تحصیلات بالا هستند البته که مدرک شعور نمیاره ولی خب کسی ک مدرک بالا داره مدعی خیلی چیزها ست !!!!
اعصابم خورد میشه وقتی اینایی که کوت میکنید میبینم منو بلاک کردم. من که دارم راه خودمو میرم سرم توی توییت های خودمه، چرا الکی بلاک میکنید بزدلا؟,ANGRY, اعصابم خورد اینایی کوت میکنید میبینم منو بلاک خودمو میرم سرم توی توییت خودمه الکی بلاک میکنید بزدلا,اعصابم خورد میشه وقتی اینایی که کوت میکنید میبینم منو بلاک کردم. من که دارم راه خودمو میرم سرم توی توییت های خودمه، چرا الکی بلاک میکنید بزدلا؟
" ""واقعا متاسفم که چنین کالاهای بی کیفیتی رو با این قیمت میفروشن. ما اعتماد میکنیم به سفارش اینترنتی و کیفیت کالا.همیشه دلم به این خوش بود ک یکی هست ک در هر شرایطی کنارمه و میگفتم خدا اگه هرچی ب من نداده باشه یه رفیق داده ک در هر شرایطی تنهام نمیزاره... به خودم تبریک میگم دگ اونم ندارم :)",SAD, واقعا متاسفم کالاهای کیفیتی قیمت میفروشن اعتماد میکنیم سفارش اینترنتی کیفیت کالا دلم خوش شرایطی کنارمه میگفتم خدا هرچی نداده رفیق شرایطی تنهام نمیزاره خودم تبریک دگ اونم ندارم," ""واقعا متاسفم که چنین کالاهای بی کیفیتی رو با این قیمت میفروشن. ما اعتماد میکنیم به سفارش اینترنتی و کیفیت کالا.همیشه دلم به این خوش بود ک یکی هست ک در هر شرایطی کنارمه و میگفتم خدا اگه هرچی ب من نداده باشه یه رفیق داده ک در هر شرایطی تنهام نمیزاره... به خودم تبریک میگم دگ اونم ندارم :)"
"بیانیه انجمن علمی رادیولوژی ایران: ""مسئولان آمریکایی ادعا می کنند که این تحریم ها علیه مردم ایران نیست و آسیبی متوجه مردم نمی شود، این در حالی است که مردم عادی و بیماران بیشترین صدمه را از این تحریم ها متحمل می شوند."" #همصدایی_دربرابر_تحریم  …",SAD, بیانیه انجمن علمی رادیولوژی ایران مسیولان آمریکایی ادعا تحریم ایران آسیبی متوجه حالی عادی بیماران بیشترین صدمه تحریم متحمل همصدایی دربرابر تحریم,"بیانیه انجمن علمی رادیولوژی ایران: ""مسئولان آمریکایی ادعا می کنند که این تحریم ها علیه مردم ایران نیست و آسیبی متوجه مردم نمی شود، این در حالی است که مردم عادی و بیماران بیشترین صدمه را از این تحریم ها متحمل می شوند."" #همصدایی_دربرابر_تحریم  …"
ایران از معدود کشورهایی است که مردم #خبرهای_رسمی کشورشان را از منابع #غیررسمی می گیرند؛ علتش این است که بسیاری از مسئولان و رسانه ها نیازهای خبری مردم را بموقع و کامل پاسخ نمی دهند اما توقع دارند به فضای مجازی مراجعه نشود و شایعات رواج نیابد. #تاخیر۲ساعته_سازمان_مدیریت_بحران,OTHER, ایران معدود کشورهایی خبرهای رسمی کشورشان منابع غیررسمی گیرند؛ علتش مسیولان رسانه نیازهای خبری بموقع پاسخ توقع فضای مجازی مراجعه نشود شایعات رواج نیابد تاخیر ساعته سازمان مدیریت بحران,ایران از معدود کشورهایی است که مردم #خبرهای_رسمی کشورشان را از منابع #غیررسمی می گیرند؛ علتش این است که بسیاری از مسئولان و رسانه ها نیازهای خبری مردم را بموقع و کامل پاسخ نمی دهند اما توقع دارند به فضای مجازی مراجعه نشود و شایعات رواج نیابد. #تاخیر۲ساعته_سازمان_مدیریت_بحران
دخترکم،یادم باشد آنقدر ببوسمت و بگویم دوستت دارم تا،اگر یکی گفت دوستت دارم... بپرسی:اندازه پدرم یعنی؟! نگران نباش دخترکم من با تو خواهم بود...,HAPPY, دخترکم یادم آنقدر ببوسمت دوستت دوستت بپرسی اندازه پدرم نگران نباش دخترکم,دخترکم،یادم باشد آنقدر ببوسمت و بگویم دوستت دارم تا،اگر یکی گفت دوستت دارم... بپرسی:اندازه پدرم یعنی؟! نگران نباش دخترکم من با تو خواهم بود...
در #لیون فرانسه که دومین شهر (و به ادعای اهالی بندر مارسی، سومین شهر) بزرگ فرانسه است، سالی یک بار بین ۳ تا ۵ سانت برف می آید و کل شهر فلج می شود. همیشه غافلگیر می شوند. یک سال ساعتها در راه مهد فرزندم بودم (مسیر ۲۰ دقیقه ای)، کودکان ساعت ۸ شب هنوز چشم براه والدین بودند. …,OTHER, لیون فرانسه دومین شهر ادعای اهالی بندر مارسی سومین شهر فرانسه سالی سانت برف شهر فلج غافلگیر سال ساعتها مهد فرزندم بودم مسیر دقیقه کودکان ساعت شب چشم براه والدین,در #لیون فرانسه که دومین شهر (و به ادعای اهالی بندر مارسی، سومین شهر) بزرگ فرانسه است، سالی یک بار بین ۳ تا ۵ سانت برف می آید و کل شهر فلج می شود. همیشه غافلگیر می شوند. یک سال ساعتها در راه مهد فرزندم بودم (مسیر ۲۰ دقیقه ای)، کودکان ساعت ۸ شب هنوز چشم براه والدین بودند. …
این قهوه طعم نچندان دلچسبی داره و بیشتر بدرد درمان میخوره تا یه نوشیدنی لذت بخش. یه نکته هم به نظرم میرسه. انگار به این قهوه رنگ مصنوعی اضافه کردن. چون تفاله قهوه بعد از دم کردن شروع به رنگ سبز پس دادن میکنه. رنگشم بد جور به ظرفشوریی میمونه.,SAD, قهوه طعم نچندان دلچسبی بدرد درمان میخوره نوشیدنی لذت نکته نظرم میرسه انگار قهوه رنگ مصنوعی اضافه تفاله قهوه شروع رنگ سبز رنگشم بد جور ظرفشوریی میمونه,این قهوه طعم نچندان دلچسبی داره و بیشتر بدرد درمان میخوره تا یه نوشیدنی لذت بخش. یه نکته هم به نظرم میرسه. انگار به این قهوه رنگ مصنوعی اضافه کردن. چون تفاله قهوه بعد از دم کردن شروع به رنگ سبز پس دادن میکنه. رنگشم بد جور به ظرفشوریی میمونه.
 واسه هدیه هم چیز بامزه و زیباییه.کاورهای بد میتونن کاری کنن که از آهنگ اصلی هم متنفر بشی.,HATE, واسه هدیه بامزه زیباییه کاورهای بد میتونن کاری کنن آهنگ اصلی متنفر بشی, واسه هدیه هم چیز بامزه و زیباییه.کاورهای بد میتونن کاری کنن که از آهنگ اصلی هم متنفر بشی.
خلاصه اینکه «نقد خشونت» با «نقد خبر/محتوا درباره خشونت»، رابطه درهمتنیدهای دارد. شناختشناسی این رابطه، نیازمند آموزش، تجربه، فدا نکردن دقت در پای سرعت، شناخت موضوع و ادبیات تولید متن، پای نقد گذاشتن آن، و البته رسیدن به میثاق مشترکی است که «آگاهی»، دلیل پایبندی بدان باشد.|۳۰,OTHER, خلاصه نقد خشونت نقد خبر محتوا خشونت رابطه درهمتنیدهای شناختشناسی رابطه نیازمند آموزش تجربه فدا نکردن دقت پای سرعت شناخت موضوع ادبیات تولید متن پای نقد گذاشتن رسیدن میثاق مشترکی آگاهی دلیل پایبندی بدان,خلاصه اینکه «نقد خشونت» با «نقد خبر/محتوا درباره خشونت»، رابطه درهمتنیدهای دارد. شناختشناسی این رابطه، نیازمند آموزش، تجربه، فدا نکردن دقت در پای سرعت، شناخت موضوع و ادبیات تولید متن، پای نقد گذاشتن آن، و البته رسیدن به میثاق مشترکی است که «آگاهی»، دلیل پایبندی بدان باشد.|۳۰
اينی كه ميگم رئال يه سطح بالاتره. الان اگه رئال ببازه همه بهش انتقاد ميكنن اما يوونتوس ببازه يه چيز عادّيه خب بالاخره حريفشون رئال بوده,OTHER, اینی ریال سطح بالاتره ریال ببازه بهش انتقاد یوونتوس ببازه عادّیه بالاخره حریفشون ریال,اينی كه ميگم رئال يه سطح بالاتره. الان اگه رئال ببازه همه بهش انتقاد ميكنن اما يوونتوس ببازه يه چيز عادّيه خب بالاخره حريفشون رئال بوده
من اگر نیکم و گر بد تو برو خود را باش هر کسی آن درود عاقبت کار که کشت سر تسلیم من و خشت در میکدهها مدعی گر نکند فهم سخن گو سر و خشت #حافظ,OTHER, نیکم گر بد برو درود عاقبت کار کشت تسلیم خشت میکدهها مدعی گر نکند فهم سخن گو خشت حافظ,من اگر نیکم و گر بد تو برو خود را باش هر کسی آن درود عاقبت کار که کشت سر تسلیم من و خشت در میکدهها مدعی گر نکند فهم سخن گو سر و خشت #حافظ
انتقامجویی در تضاد با منافع ملی است و جامعه را از تلاش، پویش و تکاپو باز میدارد و به دور باطل خشونت و انتقام میانجامد. عباس امیرانتظام/گفتوگو با حسین دهباشی,OTHER, انتقامجویی تضاد منافع ملی جامعه تلاش پویش تکاپو باز میدارد دور باطل خشونت انتقام میانجامد عباس امیرانتظام گفتوگو حسین دهباشی,انتقامجویی در تضاد با منافع ملی است و جامعه را از تلاش، پویش و تکاپو باز میدارد و به دور باطل خشونت و انتقام میانجامد. عباس امیرانتظام/گفتوگو با حسین دهباشی
یکی از شاخصهای اصلی ارزیابی موفقیت نظام جمهوری اسلامی ایران در طول چهل سال مشاهده میدانی شاخص های هر کدام از حوزهها است. اصن یه وعضی بوده قبل انقلاب؛افسوس #بعثت_انقلاب #چهل_سال_سازندگی,SAD, شاخصهای اصلی ارزیابی موفقیت نظام جمهوری اسلامی ایران طول چهل سال مشاهده میدانی شاخص حوزهها اصن وعضی انقلاب؛افسوس بعثت انقلاب چهل سال سازندگی,یکی از شاخصهای اصلی ارزیابی موفقیت نظام جمهوری اسلامی ایران در طول چهل سال مشاهده میدانی شاخص های هر کدام از حوزهها است. اصن یه وعضی بوده قبل انقلاب؛افسوس #بعثت_انقلاب #چهل_سال_سازندگی
 جوون غلط كرده با موي زن جذب ميشه، اين همه كشور زنا ازادن تو پوشيدن لباس، آيا مردا همه تو خيابون جذبن؟ لب ساحل دريا همه لختن و مايو پوشيدن آيا همه جذبن؟ جوون اگر ناراحت ميشه بره بكنه بندازه دور خودشو راحت كنه نه يكي ديگرو ناراحت!!!!!!,ANGRY, جوون غلط موی زن جذب کشور زنا ازادن پوشیدن لباس مردا خیابون جذبن لب ساحل دریا لختن مایو پوشیدن جذبن جوون ناراحت بره بکنه بندازه دور خودشو راحت کنه دیگرو ناراحت, جوون غلط كرده با موي زن جذب ميشه، اين همه كشور زنا ازادن تو پوشيدن لباس، آيا مردا همه تو خيابون جذبن؟ لب ساحل دريا همه لختن و مايو پوشيدن آيا همه جذبن؟ جوون اگر ناراحت ميشه بره بكنه بندازه دور خودشو راحت كنه نه يكي ديگرو ناراحت!!!!!!
تو این توییته ولی و وقتی اضافهان، ریتم رو گرفتن و کاراکتر هدر دادن. هی هم فیو میزنید میاد جلو چشمم اعصابم خورد میشه.,ANGRY, توییته اضافهان ریتم کاراکتر هدر هی فیو میزنید جلو چشمم اعصابم خورد,تو این توییته ولی و وقتی اضافهان، ریتم رو گرفتن و کاراکتر هدر دادن. هی هم فیو میزنید میاد جلو چشمم اعصابم خورد میشه.
اه دوباره یادش افتادم اعصابم به هم ریخته و به امید خدا تا صبح بیداریم آخه چرا انقدر احمق بودی حسین جان؟! همون موقعها هم خیلی معلوم بود که به هیچجاش نیستی! بفهم دیگه لعنتی. …,ANGRY, اه دوباره یادش افتادم اعصابم ریخته امید خدا صبح بیداریم آخه انقدر احمق بودی حسین جان همون موقعها معلوم هیچجاش نیستی بفهم لعنتی,اه دوباره یادش افتادم اعصابم به هم ریخته و به امید خدا تا صبح بیداریم آخه چرا انقدر احمق بودی حسین جان؟! همون موقعها هم خیلی معلوم بود که به هیچجاش نیستی! بفهم دیگه لعنتی. …
اومدم نیم ساعت بخوابم خواب دیدیم مدیر پروژه داره با هم بحث می کنه در مورد پروژه از خواب پریدم و دارم ادامه سریال Band of Brothers رو می بینم. عجب سریال خفنیه ...,SURPRISE, اومدم نیم ساعت بخوابم خواب دیدیم مدیر پروژه بحث کنه پروژه خواب پریدم ادامه سریال بینم عجب سریال خفنیه,اومدم نیم ساعت بخوابم خواب دیدیم مدیر پروژه داره با هم بحث می کنه در مورد پروژه از خواب پریدم و دارم ادامه سریال Band of Brothers رو می بینم. عجب سریال خفنیه ...
سرلشگر باقری رئیس ستاد کل نیروهای مسلح.همه دشمنان ما و در راس آنها آمریکا و رژیم صهیونیستی می دانند که اگر نیت تهاجم، تهدید و تجاوز به این ملت را بگیرند پاسخ دندان شکنی دریافت خواهند کرد. #USARegimeChange,OTHER, سرلشگر باقری رییس ستاد نیروهای مسلح دشمنان راس آمریکا رژیم صهیونیستی نیت تهاجم تهدید تجاوز ملت پاسخ دندان شکنی دریافت,سرلشگر باقری رئیس ستاد کل نیروهای مسلح.همه دشمنان ما و در راس آنها آمریکا و رژیم صهیونیستی می دانند که اگر نیت تهاجم، تهدید و تجاوز به این ملت را بگیرند پاسخ دندان شکنی دریافت خواهند کرد. #USARegimeChange
سلفیان برای اموات شان هیچ مراسمی نمیگیرند! نماز میت و دفن و والسلام! از آن طرف، ما شیعیان ختم و سوم و هفتم و چهلم و گل و خرما و حلوا و سر مزار و ته مزار و میلیون میلیون خرج و مرخصی بدون حقوق و بدبختی و... به راستی این چه افراط و تفریطی است گریبانگیر ما مسلمانان شده؟!!,SAD, سلفیان اموات مراسمی نمیگیرند نماز میت دفن والسلام شیعیان ختم هفتم چهلم گل خرما حلوا مزار ته مزار میلیون میلیون خرج مرخصی حقوق بدبختی راستی افراط تفریطی گریبانگیر مسلمانان,سلفیان برای اموات شان هیچ مراسمی نمیگیرند! نماز میت و دفن و والسلام! از آن طرف، ما شیعیان ختم و سوم و هفتم و چهلم و گل و خرما و حلوا و سر مزار و ته مزار و میلیون میلیون خرج و مرخصی بدون حقوق و بدبختی و... به راستی این چه افراط و تفریطی است گریبانگیر ما مسلمانان شده؟!!
حدود ۳ هفتس ماشینمو نشستم و اعصابم تخمیه امروز دیگه باید یه فکری بکنم,ANGRY, حدود هفتس ماشینمو نشستم اعصابم تخمیه فکری,حدود ۳ هفتس ماشینمو نشستم و اعصابم تخمیه امروز دیگه باید یه فکری بکنم
با دل بستن به صندوقهای رای هر روز خود را تنهاتر و بی پناه تر کردیم حس می کنم حقم است تاوان این همه خوشباوری را پس بدهم کسی فریبم نداد ،از خود فریب خوردم از همه آنها که نوشته های من باعث شد رای بدهند با شرم عذرخواهی می کنم و اگر نبخشند حق دارند,SAD, دل بستن صندوقهای رای تنهاتر پناه حس حقم تاوان خوشباوری بدهم فریبم نداد فریب خوردم نوشته باعث رای بدهند شرم عذرخواهی نبخشند,با دل بستن به صندوقهای رای هر روز خود را تنهاتر و بی پناه تر کردیم حس می کنم حقم است تاوان این همه خوشباوری را پس بدهم کسی فریبم نداد ،از خود فریب خوردم از همه آنها که نوشته های من باعث شد رای بدهند با شرم عذرخواهی می کنم و اگر نبخشند حق دارند
چقدر خوبه من پول دیه ندارم بدم وگرنه تا این لحظه هشتاد و هفت نفر رو کشته بودم,ANGRY, چقدر خوبه پول دیه ندارم بدم وگرنه لحظه هشتاد نفر کشته بودم,چقدر خوبه من پول دیه ندارم بدم وگرنه تا این لحظه هشتاد و هفت نفر رو کشته بودم
"من اسپری بدن 10 تومنی میزنم بیشتر میمونه تا این""",SURPRISE, اسپری بدن تومنی میزنم میمونه,"من اسپری بدن 10 تومنی میزنم بیشتر میمونه تا این"""
تلاش برای شکستن حکم اعدام محمد ثلاث یا عفوش میتونه بهترین حرکت این روزها باشه؛ چرخه خشونت رو باید یه جایی متوقف کرد و اتفاقا اینجا مناسبترینه.,OTHER, تلاش شکستن حکم اعدام محمد ثلاث عفوش میتونه بهترین حرکت روزها باشه؛ چرخه خشونت جایی متوقف اتفاقا مناسبترینه,تلاش برای شکستن حکم اعدام محمد ثلاث یا عفوش میتونه بهترین حرکت این روزها باشه؛ چرخه خشونت رو باید یه جایی متوقف کرد و اتفاقا اینجا مناسبترینه.
طعم و مزه اش خاص نبود ولی بدم نیست,OTHER, طعم مزه خاص بدم,طعم و مزه اش خاص نبود ولی بدم نیست
از عجایب و بامزگیهای روزگار اینکه قالیباف که به املاک نجومی مشهوره هی از ملک گرفتن بقیه انتقاد میکنه و رئیسی از مالیات ندادن.,SURPRISE, عجایب بامزگیهای روزگار قالیباف املاک نجومی مشهوره هی ملک بقیه انتقاد رییسی مالیات ندادن,از عجایب و بامزگیهای روزگار اینکه قالیباف که به املاک نجومی مشهوره هی از ملک گرفتن بقیه انتقاد میکنه و رئیسی از مالیات ندادن.
امروز صبح تو ازمایشگاه یه پسر اومد ۳۰ سالشم نمیشد واسه hiv اومده بود ۵-۶ جا هم ازمایش داده بود نصفش مثبت نصفش منفی تو پزشک قانونی کار میکرد.. لعنت به بعضی شغلا که همچین استرس سنگینی و به ادم تحمیل میکنه...,SAD, صبح ازمایشگاه پسر اومد سالشم نمیشد واسه اومده ازمایش نصفش مثبت نصفش منفی پزشک قانونی کار میکرد لعنت بعضی شغلا همچین استرس سنگینی ادم تحمیل,امروز صبح تو ازمایشگاه یه پسر اومد ۳۰ سالشم نمیشد واسه hiv اومده بود ۵-۶ جا هم ازمایش داده بود نصفش مثبت نصفش منفی تو پزشک قانونی کار میکرد.. لعنت به بعضی شغلا که همچین استرس سنگینی و به ادم تحمیل میکنه...
تاکید کنم که فقط گفتم دفاعها منطقی نیست، وگرنه خود من خیلی به #سمپاد مدیونام. با یه آزمون کسایی که «به نظر میرسه شاید شانس بیشتری برای موفقیت تحصیلی دارن» جدا میشن، بعد معیار سنجش موفقیت سیستم نباید این باشه: بیا ببین اینا چه قدر از نظر درسی موفقاند. …,OTHER, تاکید دفاعها منطقی وگرنه سمپاد مدیونام آزمون کسایی نظر میرسه شانس بیشتری موفقیت تحصیلی دارن میشن معیار سنجش موفقیت سیستم نباید ببین اینا قدر نظر درسی موفقاند,تاکید کنم که فقط گفتم دفاعها منطقی نیست، وگرنه خود من خیلی به #سمپاد مدیونام. با یه آزمون کسایی که «به نظر میرسه شاید شانس بیشتری برای موفقیت تحصیلی دارن» جدا میشن، بعد معیار سنجش موفقیت سیستم نباید این باشه: بیا ببین اینا چه قدر از نظر درسی موفقاند. …
نه به اصلاحطلبی و اصلاحطلبان دلبستگی دارم و نه به جریان برانداز میترسم از این همه انحصارطلبی رسانهای!چه در فضای رسمی کشور که از سوی اصلاحطلبان و حامیان وضع موجود به انحصار درآمده و چه در فضای مجازی که تا نظری غیر از آنچه پسند تحریمدوستانست،بگویی با حمله گروهی روبهرو میشوی,OTHER, اصلاحطلبی اصلاحطلبان دلبستگی برانداز میترسم انحصارطلبی رسانهای فضای رسمی کشور اصلاحطلبان حامیان موجود انحصار درآمده فضای مجازی نظری پسند تحریمدوستانست حمله گروهی روبهرو میشوی,نه به اصلاحطلبی و اصلاحطلبان دلبستگی دارم و نه به جریان برانداز میترسم از این همه انحصارطلبی رسانهای!چه در فضای رسمی کشور که از سوی اصلاحطلبان و حامیان وضع موجود به انحصار درآمده و چه در فضای مجازی که تا نظری غیر از آنچه پسند تحریمدوستانست،بگویی با حمله گروهی روبهرو میشوی
خیلی رو مخمه قسمت عکس/فیلمبرداری عروسی بنظرم خیلی احمقانهو فیکه واقعا دوست دارم بجاش یه عالمه عکس که تو هرکدومش قیافهی یکی خنده داره داشته باشم تا یه عالمه عکس مسخره با ژستای احمقانه و نمایش تمام قد چیزی که نیستیم+ یه عکس دوتایی ادم واری(قول نمیدم زبونمو نیارم بیرون:دی),OTHER, مخمه قسمت عکس فیلمبرداری عروسی بنظرم احمقانهو فیکه واقعا دوست بجاش عالمه عکس هرکدومش قیافهی خنده عالمه عکس مسخره ژستای احمقانه نمایش قد عکس دوتایی ادم واری قول نمیدم زبونمو نیارم دی,خیلی رو مخمه قسمت عکس/فیلمبرداری عروسی بنظرم خیلی احمقانهو فیکه واقعا دوست دارم بجاش یه عالمه عکس که تو هرکدومش قیافهی یکی خنده داره داشته باشم تا یه عالمه عکس مسخره با ژستای احمقانه و نمایش تمام قد چیزی که نیستیم+ یه عکس دوتایی ادم واری(قول نمیدم زبونمو نیارم بیرون:دی)
گویا خبر دقیق این است که شمسی خانم در گورستان بهاییان گیلاوند دفن شده بود اما به گفته مسئولان امر بهاییان فقط میتوانند در گورستان بهاییان تهران دفن بشوند. از این رو او را نبش قبر کردند و در بیابان رها. شرمآور! …,SAD, گویا خبر دقیق شمسی خانم گورستان بهاییان گیلاوند دفن مسیولان امر بهاییان میتوانند گورستان بهاییان تهران دفن بشوند نبش قبر بیابان رها شرمآور,گویا خبر دقیق این است که شمسی خانم در گورستان بهاییان گیلاوند دفن شده بود اما به گفته مسئولان امر بهاییان فقط میتوانند در گورستان بهاییان تهران دفن بشوند. از این رو او را نبش قبر کردند و در بیابان رها. شرمآور! …
من طرفداری از سیاست رو به هر شکلی بدم میاد ولی اینکه بعضی از دوستان فقط کمر به تخریب دولت بستن واقعا حماقته,HATE, طرفداری سیاست شکلی بدم بعضی دوستان کمر تخریب دولت بستن واقعا حماقته,من طرفداری از سیاست رو به هر شکلی بدم میاد ولی اینکه بعضی از دوستان فقط کمر به تخریب دولت بستن واقعا حماقته
عبدالصمدابراهیمی وکیل سابق طارمی ومسبب محرومیت تیم با گمراه کردن باشگاه وبازیکن کسیکه خودش رو پرسپولیسی جازده ولی کمک حال قلعه نویی درنقل وانتقالاته کسیکه اولین باربه مسئولین کیسه گرا داد درپرونده سوپرجام میتونند به دادگاهcasشکایت کنندبرانکو رو بصورت نامحسوس مقصراین دعوامیدونه,OTHER, عبدالصمدابراهیمی وکیل طارمی ومسبب محرومیت تیم گمراه باشگاه وبازیکن کسیکه پرسپولیسی جازده کمک قلعه نویی درنقل وانتقالاته کسیکه اولین باربه مسیولین کیسه گرا درپرونده سوپرجام میتونند دادگاهشکایت کنندبرانکو بصورت نامحسوس مقصراین دعوامیدونه,عبدالصمدابراهیمی وکیل سابق طارمی ومسبب محرومیت تیم با گمراه کردن باشگاه وبازیکن کسیکه خودش رو پرسپولیسی جازده ولی کمک حال قلعه نویی درنقل وانتقالاته کسیکه اولین باربه مسئولین کیسه گرا داد درپرونده سوپرجام میتونند به دادگاهcasشکایت کنندبرانکو رو بصورت نامحسوس مقصراین دعوامیدونه
وقتی این مدل جدید نوشتنشون (#گلاب به روتون و #تهوع)رو دیدم تنها چیزی که به ذهنم اومد شعر بزرگوار بود که می گفت: عیب رندان مکن ای زاهد پاکیزه سرشت که گناه دگران بر تو نخواهند نوشت من اگر نیکم و گر بد تو برو خود را باش هر کسی آن درود عاقبت کار که کشت,OTHER, مدل نوشتنشون گلاب روتون تهوع دیدم ذهنم اومد شعر بزرگوار عیب رندان مکن زاهد پاکیزه سرشت گناه دگران نخواهند نوشت نیکم گر بد برو درود عاقبت کار کشت,وقتی این مدل جدید نوشتنشون (#گلاب به روتون و #تهوع)رو دیدم تنها چیزی که به ذهنم اومد شعر بزرگوار بود که می گفت: عیب رندان مکن ای زاهد پاکیزه سرشت که گناه دگران بر تو نخواهند نوشت من اگر نیکم و گر بد تو برو خود را باش هر کسی آن درود عاقبت کار که کشت
چندی پیش با یک کارگر شهرداری کاشان حرف میزدم. گله داشت که چندماهه حقوقمونو نمیدن و شرمنده خانوادهام هستم و چندین ساله یک جفت کفش نگرفتم و.... امروز خوندم که نماینده شورای شهر کاشان گفته ۱۲میلیارد تومان پول حقوق کارگران رو شهردار بالاکشیده! از شدت خشم نوشتنم نمیاد...,ANGRY, چندی کارگر شهرداری کاشان حرف میزدم گله چندماهه حقوقمونو نمیدن شرمنده خانوادهام ساله جفت کفش نگرفتم خوندم نماینده شورای شهر کاشان میلیارد تومان پول حقوق کارگران شهردار بالاکشیده شدت خشم نوشتنم نمیاد,چندی پیش با یک کارگر شهرداری کاشان حرف میزدم. گله داشت که چندماهه حقوقمونو نمیدن و شرمنده خانوادهام هستم و چندین ساله یک جفت کفش نگرفتم و.... امروز خوندم که نماینده شورای شهر کاشان گفته ۱۲میلیارد تومان پول حقوق کارگران رو شهردار بالاکشیده! از شدت خشم نوشتنم نمیاد...
بعد از سخنرانی دکتر قاسمی بود که برای چندمین بار مطمئن شدم موفقیت یک مجموعه، در کنار تلاش اعضاش، به رویکرد و طرز فکر مدیرانش بر می گرده #fanapco #FANAPX,OTHER, سخنرانی دکتر قاسمی چندمین مطمین شدم موفقیت مجموعه تلاش اعضاش رویکرد طرز فکر مدیرانش گرده,بعد از سخنرانی دکتر قاسمی بود که برای چندمین بار مطمئن شدم موفقیت یک مجموعه، در کنار تلاش اعضاش، به رویکرد و طرز فکر مدیرانش بر می گرده #fanapco #FANAPX
تا طبسی زنده بود معافیت مالیاتی #آستان_قدس مسئلهشون نبود، همین که #رئیسی اومد و در انتخابات شرکت کرد شد مسئلهشون، اینهمه هراس نشانه چیه؟,FEAR, طبسی زنده معافیت مالیاتی آستان قدس مسیلهشون رییسی اومد انتخابات شرکت مسیلهشون اینهمه هراس نشانه چیه,تا طبسی زنده بود معافیت مالیاتی #آستان_قدس مسئلهشون نبود، همین که #رئیسی اومد و در انتخابات شرکت کرد شد مسئلهشون، اینهمه هراس نشانه چیه؟
