text,label,cleaned,stemmed
تو سنی هستم که سوزان روشن شاد میخونه من گریه میکنم,SAD, سنی سوزان روشن شاد میخونه گریه,تو سنی هستم که سوزان روشن شاد میخونه من گریه میکنم
"وضعیت جسمانی #اسماعیل_بخشی وخیم است و از آزادی وی به قید کفالت جلوگیری میشود خانوادهی #سپیده_قلیان ۱۲ روز، و وکیل وی از روز اول بازداشت، از ملاقات با وی محروم هستند، مسئولان به خانوادهی وی گفتند""در مرحله تحقیقات و بازجویی،فعلا از ملاقات محروم است""",SAD, وضعیت جسمانی اسماعیل وخیم آزادی قید کفالت جلوگیری خانوادهی سپیده قلیان وکیل بازداشت ملاقات محروم مسیولان خانوادهی مرحله تحقیقات بازجویی فعلا ملاقات محروم,"وضعیت جسمانی #اسماعیل_بخشی وخیم است و از آزادی وی به قید کفالت جلوگیری میشود خانوادهی #سپیده_قلیان ۱۲ روز، و وکیل وی از روز اول بازداشت، از ملاقات با وی محروم هستند، مسئولان به خانوادهی وی گفتند""در مرحله تحقیقات و بازجویی،فعلا از ملاقات محروم است"""
لعنت به نگاهی که مرا خام خودش کرد ما را چه به عاشق شدن و در به دری ها... #فنا,SAD, لعنت نگاهی مرا خام عاشق دری فنا,لعنت به نگاهی که مرا خام خودش کرد ما را چه به عاشق شدن و در به دری ها... #فنا
فمنیستهای احمق رو نمی فهمم، عریان می شن که بگن چی؟! حالا اگه یه لشکر مرد با آلت جنسیشون صف بکشن چه مفهومی می تونه داشته باشه جز القای حس تجاوز؟ چطور این بده ولی اون خوبه؟!! این چه بساط کثافتکاریه که توی دنیای مدرن راه افتاده؟ حالم دیگه داره از همه چی به هم میخوره,HATE, فمنیستهای احمق فهمم عریان شن بگن حالا لشکر مرد آلت جنسیشون صف بکشن مفهومی تونه القای حس تجاوز بده خوبه بساط کثافتکاریه توی دنیای مدرن افتاده حالم میخوره,فمنیستهای احمق رو نمی فهمم، عریان می شن که بگن چی؟! حالا اگه یه لشکر مرد با آلت جنسیشون صف بکشن چه مفهومی می تونه داشته باشه جز القای حس تجاوز؟ چطور این بده ولی اون خوبه؟!! این چه بساط کثافتکاریه که توی دنیای مدرن راه افتاده؟ حالم دیگه داره از همه چی به هم میخوره
لوگوی ۳۲تیم #جام_جهانی را نگاه میکنم و از این حجم از سادگی و بی خلاقیتی لوگوی ایران متاسف میشوم,SAD, لوگوی تیم جام جهانی حجم سادگی خلاقیتی لوگوی ایران متاسف میشوم,لوگوی ۳۲تیم #جام_جهانی را نگاه میکنم و از این حجم از سادگی و بی خلاقیتی لوگوی ایران متاسف میشوم
#فقر عقده میاره، نکبت میاره، خشم و کینه میاره، حسادت و بخل و تنگ نظری میاره... تو یه کلام، فقر میرینه به یک نسل و کل پکیج اخلاقی اون نسل.... …,SAD, فقر عقده میاره نکبت میاره خشم کینه میاره حسادت بخل تنگ نظری میاره کلام فقر میرینه نسل پکیج اخلاقی نسل,#فقر عقده میاره، نکبت میاره، خشم و کینه میاره، حسادت و بخل و تنگ نظری میاره... تو یه کلام، فقر میرینه به یک نسل و کل پکیج اخلاقی اون نسل.... …
این ترم سر کلاس بینایی ماشین که یه جلسه رفتم نمونه کد نشون بدم با Jupyter Lab کار کردم و الان فکر میکنم همهی دانشجوها دارن از Jupyter Lab یا Notebook استفاده میکنن و از این بابت خیلی خوشحالم :) البته خیلیهاشون قبلاً هم استفاده کردن.,HAPPY, ترم کلاس بینایی ماشین جلسه رفتم نمونه کد نشون بدم کار فکر همهی دانشجوها دارن بابت خوشحالم خیلیهاشون قبلاً,این ترم سر کلاس بینایی ماشین که یه جلسه رفتم نمونه کد نشون بدم با Jupyter Lab کار کردم و الان فکر میکنم همهی دانشجوها دارن از Jupyter Lab یا Notebook استفاده میکنن و از این بابت خیلی خوشحالم :) البته خیلیهاشون قبلاً هم استفاده کردن.
"خدا رحم کنه به فنا نرم , امروز خیلی خندیدم #جدی",HAPPY, خدا رحم کنه فنا نرم خندیدم جدی,"خدا رحم کنه به فنا نرم , امروز خیلی خندیدم #جدی"
کسب چنین جایزهای برای پناهندهای محبوس مایه شرم دولت استرالیاست. امیدوارم این جایزه توجهات بیشتری را به شرایط ما جلب کند و تغییر ایجاد کند و این سیاست وحشیانه را پایان دهد.,SAD, کسب جایزهای پناهندهای محبوس مایه شرم دولت استرالیاست امیدوارم جایزه توجهات بیشتری شرایط جلب تغییر ایجاد سیاست وحشیانه پایان,کسب چنین جایزهای برای پناهندهای محبوس مایه شرم دولت استرالیاست. امیدوارم این جایزه توجهات بیشتری را به شرایط ما جلب کند و تغییر ایجاد کند و این سیاست وحشیانه را پایان دهد.
هیچوقت نتونستم یهو آدمها رو ایگنور کنم یا ارتباطمو یهو قطع کنم،وقتی یکی این کارو میکنه هم به شدت غمگین میشم هم برام سوال میشه که نمیشه بگی بعد بری؟ :) حرف بزنم یا نزنم؟ دوست هستیم یا نیستیم؟ فک میکنم همه آدمها لیاقت یه خداحافظی رو دارن... [مرسی که بلاتکلیف میذارید منو :)) ],SAD, هیچوقت نتونستم یهو آدمها ایگنور ارتباطمو یهو قطع کارو شدت غمگین میشم برام سوال نمیشه بگی بری حرف بزنم نزنم دوست فک آدمها لیاقت خداحافظی دارن بلاتکلیف میذارید منو,هیچوقت نتونستم یهو آدمها رو ایگنور کنم یا ارتباطمو یهو قطع کنم،وقتی یکی این کارو میکنه هم به شدت غمگین میشم هم برام سوال میشه که نمیشه بگی بعد بری؟ :) حرف بزنم یا نزنم؟ دوست هستیم یا نیستیم؟ فک میکنم همه آدمها لیاقت یه خداحافظی رو دارن... [مرسی که بلاتکلیف میذارید منو :)) ]
بيشتر از خشم احساس شرم مي كنم. شرم از درنده خويي انسان بر انسان  …,SAD, خشم احساس شرم شرم درنده خویی انسان انسان,بيشتر از خشم احساس شرم مي كنم. شرم از درنده خويي انسان بر انسان  …
مسئولان ذی ربط گوه خوردن برای پیش گیری کسیو بازداشت کردن و خانواده ای نگران علاوه بر این شمام غلط اضافه کردی که قانع شدی. مثل این میمونه که برای پیش گیری از سرطان بری شیمی درمانی کنی ...برو شیمی درمانی کن دگ یه وقت سرطان نشه اون لقمه حرومی که میخورین,ANGRY, مسیولان ذی ربط گوه خوردن گیری کسیو بازداشت خانواده نگران علاوه شمام غلط اضافه کردی قانع شدی میمونه گیری سرطان بری شیمی درمانی برو شیمی درمانی دگ وقت سرطان نشه لقمه حرومی میخورین,مسئولان ذی ربط گوه خوردن برای پیش گیری کسیو بازداشت کردن و خانواده ای نگران علاوه بر این شمام غلط اضافه کردی که قانع شدی. مثل این میمونه که برای پیش گیری از سرطان بری شیمی درمانی کنی ...برو شیمی درمانی کن دگ یه وقت سرطان نشه اون لقمه حرومی که میخورین
یکی از فانتزیام تو دوران دبستان این بود که منم مثل معلمامون با ماشین برم مدرسه و برگردم، در همین حد ساده، حالا امسال علاوه بر این که باید با ماشین هم برم مدرسه، می بایست به یه کلاس شور و شر هم درس بدم..! البته این صوبتا به کنار، معلّمی شغل نیست عشق بی همتاییست..! #منومدرسه,HAPPY, فانتزیام دوران دبستان معلمامون ماشین برم مدرسه برگردم حد ساده حالا علاوه ماشین برم مدرسه بایست کلاس شور شر درس بدم صوبتا معلّمی شغل عشق همتاییست منومدرسه,یکی از فانتزیام تو دوران دبستان این بود که منم مثل معلمامون با ماشین برم مدرسه و برگردم، در همین حد ساده، حالا امسال علاوه بر این که باید با ماشین هم برم مدرسه، می بایست به یه کلاس شور و شر هم درس بدم..! البته این صوبتا به کنار، معلّمی شغل نیست عشق بی همتاییست..! #منومدرسه
 سلام قرعه کشی با حضور مدیر عامل بانک، مدیر بازرسی و مدیر روابط‌عمومی و برنده دور قبل برگزار میشه و برنده‌ها بر اساس شانس متاثر از میزان امتیاز شناسایی و معرفی می‌شوند.  اگر در مورد نحوه قرعه‌کشی هم اطلاعات خواستید با روابط عمومی بانک سامان تماس بگیرید تا راهنمایی لازم تقدیم شود,OTHER, سلام قرعه کشی حضور مدیر عامل بانک مدیر بازرسی مدیر روابط‌عمومی برنده دور برگزار برنده‌ها اساس شانس متاثر میزان امتیاز شناسایی معرفی می‌شوند نحوه قرعه‌کشی اطلاعات روابط عمومی بانک سامان تماس بگیرید راهنمایی لازم تقدیم, سلام قرعه کشی با حضور مدیر عامل بانک، مدیر بازرسی و مدیر روابط‌عمومی و برنده دور قبل برگزار میشه و برنده‌ها بر اساس شانس متاثر از میزان امتیاز شناسایی و معرفی می‌شوند.  اگر در مورد نحوه قرعه‌کشی هم اطلاعات خواستید با روابط عمومی بانک سامان تماس بگیرید تا راهنمایی لازم تقدیم شود
تولدت مبارک نازنین جان. کاش ازت انسان بودن رو یاد بگیریم رفیق. خیلی افتخار میکنم که باهات تو این دنیای کوچیک آشنا شدم و همیشه دوس دارم ازت یاد بگیرم. حتی اگه کسی نفهمه خودت میدونی که چی میگم. برات آرزوی خوشبختی، سلامتی، شادی و موفقیت روز افزون میکنم.,HAPPY, تولدت مبارک نازنین جان کاش ازت انسان یاد بگیریم رفیق افتخار باهات دنیای کوچیک آشنا شدم دوس ازت یاد نفهمه خودت میدونی برات آرزوی خوشبختی سلامتی شادی موفقیت افزون,تولدت مبارک نازنین جان. کاش ازت انسان بودن رو یاد بگیریم رفیق. خیلی افتخار میکنم که باهات تو این دنیای کوچیک آشنا شدم و همیشه دوس دارم ازت یاد بگیرم. حتی اگه کسی نفهمه خودت میدونی که چی میگم. برات آرزوی خوشبختی، سلامتی، شادی و موفقیت روز افزون میکنم.
از دید خیل زیادی از #اصلاح_طلب ها شما در دو موقعیت منفعل هستید: 1: وقتی #رای نمی دهید. 2: وقتی #دوم_خرداد را تبریک نمی گویید و یاد آن #سید_خندان را پاس نمی دارید. باقی عمر را هم با بچههای سِتادها برنامه کنید حلال است.,OTHER, دید خیل زیادی اصلاح طلب موقعیت منفعل رای دهید خرداد تبریک گویید یاد سید خندان پاس باقی عمر بچههای سِتادها برنامه حلال,از دید خیل زیادی از #اصلاح_طلب ها شما در دو موقعیت منفعل هستید: 1: وقتی #رای نمی دهید. 2: وقتی #دوم_خرداد را تبریک نمی گویید و یاد آن #سید_خندان را پاس نمی دارید. باقی عمر را هم با بچههای سِتادها برنامه کنید حلال است.
برنده مسابقه شماره یک تعلق گرفت به شماره موبایل: 0912***7897 براشون آرزوی موفقیت میکنیم و تعداد ۳ بلیط سینما (به شرط حضور خانواده) تقدیمشون…  …,HAPPY, برنده مسابقه شماره تعلق شماره موبایل براشون آرزوی موفقیت میکنیم تعداد بلیط سینما شرط حضور خانواده تقدیمشون,برنده مسابقه شماره یک تعلق گرفت به شماره موبایل: 0912***7897 براشون آرزوی موفقیت میکنیم و تعداد ۳ بلیط سینما (به شرط حضور خانواده) تقدیمشون…  …
حس خوبم به اون آدم از بین رفت. حس بدم به اون یکی (که به خاطر حس خوبم به اون آدم اول بود) از بین نرفت. :)) خواستم بگم غمگین شدم از این که خشمم قوی تر از دوست داشتنم بود.,SAD, حس خوبم آدم حس بدم خاطر حس خوبم آدم نرفت بگم غمگین شدم خشمم قوی دوست داشتنم,حس خوبم به اون آدم از بین رفت. حس بدم به اون یکی (که به خاطر حس خوبم به اون آدم اول بود) از بین نرفت. :)) خواستم بگم غمگین شدم از این که خشمم قوی تر از دوست داشتنم بود.
بدتر ازهمه اون وقتیه ک خودت میای استوری هایی که یه سری منگل توش تولدت و تبریک گفتن دوباره استوری میکنی,HATE, بدتر ازهمه وقتیه خودت میای استوری سری منگل توش تولدت تبریک دوباره استوری,بدتر ازهمه اون وقتیه ک خودت میای استوری هایی که یه سری منگل توش تولدت و تبریک گفتن دوباره استوری میکنی
سلام طرح جدید باعث شد براحتی امتیازاتم و از دست بدم لطفا طرحی برای تبدیل کارشا به امتیاز بزارین خیلی ها با طرح جدید امتیازاتشون براحتی از دست دادن. یا حداقل بشه با کارشا هم وام گرفت ممنون,SAD, سلام طرح باعث براحتی امتیازاتم دست بدم لطفا طرحی تبدیل کارشا امتیاز بزارین طرح امتیازاتشون براحتی دست حداقل بشه کارشا وام ممنون,سلام طرح جدید باعث شد براحتی امتیازاتم و از دست بدم لطفا طرحی برای تبدیل کارشا به امتیاز بزارین خیلی ها با طرح جدید امتیازاتشون براحتی از دست دادن. یا حداقل بشه با کارشا هم وام گرفت ممنون
طرف طبق همین قوانین نیمبند مملکت رأی آورده رفته شورا؛ یه شیخ آلزایمری گفته نوموخوام بره. یکسال طول کشیده تا بالاخره حالیش کردن که پدر جان، این بابا قانونی رفته شورا، و امروز بالاخره رضایتشو گرفتن حالا یه عده میگن احسنت، عجب گام رو به جلویی. ببخشیدا، خب من ریدم به این گامتون.,ANGRY, طبق قوانین نیمبند مملکت رای شورا؛ شیخ آلزایمری نوموخوام بره یکسال طول کشیده بالاخره حالیش پدر جان بابا قانونی شورا بالاخره رضایتشو حالا عده میگن احسنت عجب گام جلویی ببخشیدا ریدم گامتون,طرف طبق همین قوانین نیمبند مملکت رأی آورده رفته شورا؛ یه شیخ آلزایمری گفته نوموخوام بره. یکسال طول کشیده تا بالاخره حالیش کردن که پدر جان، این بابا قانونی رفته شورا، و امروز بالاخره رضایتشو گرفتن حالا یه عده میگن احسنت، عجب گام رو به جلویی. ببخشیدا، خب من ریدم به این گامتون.
مرگ بر من اگه دیگه رای بدم مرگ بر من اگه دیگه رای بدم مرگ بر من اگه دیگه رای بدم مرگ بر من اگه دیگه رای بدم مرگ بر من اگه دیگه رای بدم مرگ بر من اگه دیگه رای بدم مرگ بر من اگه دیگه رای بدم مرگ بر من اگه دیگه رای بدم مرگ بر من اگه دیگه رای بدم مرگ بر من اگه دیگه رای بدم مرگ بر م,ANGRY, مرگ رای بدم مرگ رای بدم مرگ رای بدم مرگ رای بدم مرگ رای بدم مرگ رای بدم مرگ رای بدم مرگ رای بدم مرگ رای بدم مرگ رای بدم مرگ,مرگ بر من اگه دیگه رای بدم مرگ بر من اگه دیگه رای بدم مرگ بر من اگه دیگه رای بدم مرگ بر من اگه دیگه رای بدم مرگ بر من اگه دیگه رای بدم مرگ بر من اگه دیگه رای بدم مرگ بر من اگه دیگه رای بدم مرگ بر من اگه دیگه رای بدم مرگ بر من اگه دیگه رای بدم مرگ بر من اگه دیگه رای بدم مرگ بر م
رهبر انقلاب خطاب به #ابوالقاسم_طالبی آفرین آفرین آفرین بر شما دست شما درد نکند. #قلاده_های_طلا #ابوالقاسم_طالبی,HAPPY, رهبر انقلاب خطاب ابوالقاسم طالبی آفرین آفرین آفرین دست درد نکند قلاده طلا ابوالقاسم طالبی,رهبر انقلاب خطاب به #ابوالقاسم_طالبی آفرین آفرین آفرین بر شما دست شما درد نکند. #قلاده_های_طلا #ابوالقاسم_طالبی
نه پس میخواستین واسه ایران آرزوی موفقیت واسه مراکش آرزوی مرگ کنه؟ #خودخواه_نباشیم …,SURPRISE, میخواستین واسه ایران آرزوی موفقیت واسه مراکش آرزوی مرگ کنه خودخواه نباشیم,نه پس میخواستین واسه ایران آرزوی موفقیت واسه مراکش آرزوی مرگ کنه؟ #خودخواه_نباشیم …
 شما ی ادرس ارائه بده شاخ مجازی مشاهده میکنی ... هیچ وقت به پدرت نگو پسرم? ادرس بده اومدن یا نیومدن منو پایین همین پست جلو همه این ادما تایید کن,OTHER, ادرس ارایه بده شاخ مجازی مشاهده وقت پدرت نگو پسرم ادرس بده اومدن نیومدن منو پایین پست جلو ادما تایید, شما ی ادرس ارائه بده شاخ مجازی مشاهده میکنی ... هیچ وقت به پدرت نگو پسرم? ادرس بده اومدن یا نیومدن منو پایین همین پست جلو همه این ادما تایید کن
به من بگین دیوونه ولی من عاشق دیدن رسیدن آدم ها به موفقیت و خوشحالی توی زندگی هاشون هستم زندگی یک سَفَر ه یک مسابقه نیست ...,HAPPY, بگین دیوونه عاشق دیدن رسیدن آدم موفقیت خوشحالی توی زندگی هاشون زندگی سَفَر مسابقه,به من بگین دیوونه ولی من عاشق دیدن رسیدن آدم ها به موفقیت و خوشحالی توی زندگی هاشون هستم زندگی یک سَفَر ه یک مسابقه نیست ...
تو بیرون رفتنای پسرونه، جدا از خوش گذشتنا، میفهمی همه کم و بیش دارن مث تو زیر فشار زندگی جون میدن. صرفا نقاب خندون مردونشون رو زدن کسی نبینه,SAD, رفتنای پسرونه خوش گذشتنا میفهمی کم دارن مث فشار زندگی جون میدن صرفا نقاب خندون مردونشون زدن نبینه,تو بیرون رفتنای پسرونه، جدا از خوش گذشتنا، میفهمی همه کم و بیش دارن مث تو زیر فشار زندگی جون میدن. صرفا نقاب خندون مردونشون رو زدن کسی نبینه
من از پیچیدگی و ابهام توی ارتباطات آدمها بیزارم، آدمهایی رو بیشتر دوست دارم که جملهها و کلماتشون رو دقیق انتخاب میکنن. اگر میگن «دلم برات تنگ شده»، «دوستت دارم»، «دوستت هستم» منظورشون دقیقاً همینه نه چیزی بیشتر نه چیزی کمتر.,HATE, پیچیدگی ابهام توی ارتباطات آدمها بیزارم آدمهایی دوست جملهها کلماتشون دقیق انتخاب میگن دلم برات تنگ دوستت دوستت منظورشون دقیقاً همینه کمتر,من از پیچیدگی و ابهام توی ارتباطات آدمها بیزارم، آدمهایی رو بیشتر دوست دارم که جملهها و کلماتشون رو دقیق انتخاب میکنن. اگر میگن «دلم برات تنگ شده»، «دوستت دارم»، «دوستت هستم» منظورشون دقیقاً همینه نه چیزی بیشتر نه چیزی کمتر.
در اینجور مواقع یک نفر باید سریع باد لاستیک های ون رو هر چهار چرخ رو خالی یا پنچر کنه تا نتونن فرار کنن، این پلیس ها مثل موش میترسن از تجمع ملت مطمینا جرات تیراندازی هم ندارن فقط زورشون به دخترهای ایران عزیز میرسه،  دیگه دختران کشورمون رو با این داعشی ها تنها نمیزاریم #بیتفاوت_نیستیم,HATE, اینجور مواقع نفر سریع باد لاستیک چرخ خالی پنچر کنه نتونن فرار کنن پلیس موش میترسن تجمع ملت مطمینا جرات تیراندازی ندارن زورشون دخترهای ایران عزیز میرسه دختران کشورمون داعشی نمیزاریم بیتفاوت,در اینجور مواقع یک نفر باید سریع باد لاستیک های ون رو هر چهار چرخ رو خالی یا پنچر کنه تا نتونن فرار کنن، این پلیس ها مثل موش میترسن از تجمع ملت مطمینا جرات تیراندازی هم ندارن فقط زورشون به دخترهای ایران عزیز میرسه،  دیگه دختران کشورمون رو با این داعشی ها تنها نمیزاریم #بیتفاوت_نیستیم
"کدوم پیوند رو با ملت دارید شما؟ اینکه اونها بخوان و شما انجام ندین؟ اونها نیاز داشته باشن و شما به لبنان کمک کنید؟ اونها اعتراض کنن و شما بهشون شلیک کنید؟! این اسمش ""پیوند"" نیست آقای خامنهای، دشمنیه. مردم هم احمق نیستند. احمق تویی اگر احساس نفرت مردم به خودت و نظامت رو نمیدونی",ANGRY, کدوم پیوند ملت اونها بخوان ندین اونها نیاز باشن لبنان کمک اونها اعتراض کنن بهشون شلیک اسمش پیوند آقای خامنهای دشمنیه احمق احمق تویی احساس نفرت خودت نظامت نمیدونی,"کدوم پیوند رو با ملت دارید شما؟ اینکه اونها بخوان و شما انجام ندین؟ اونها نیاز داشته باشن و شما به لبنان کمک کنید؟ اونها اعتراض کنن و شما بهشون شلیک کنید؟! این اسمش ""پیوند"" نیست آقای خامنهای، دشمنیه. مردم هم احمق نیستند. احمق تویی اگر احساس نفرت مردم به خودت و نظامت رو نمیدونی"
یه حس ناامیدگونه ای که همیشه همراهمه اینه که میبینم اطرافیانم خیلی بی ذوقن یعنی واقعا کمتر کسی رو میبینم اندازه خودم از اتفاقات زندگی ذوق کنه و هیجان زده و حیرت زده شه و اینا نمیفهمم چرا واقعا مثلا کودک درونشون مرده مال من زنده ست؟ من زنده بودن رو دوست دارم اونا نه؟ چیه قضیه..,SURPRISE, حس ناامیدگونه همراهمه میبینم اطرافیانم ذوقن واقعا کمتر میبینم اندازه خودم اتفاقات زندگی ذوق کنه هیجان حیرت شه اینا نمیفهمم واقعا کودک درونشون مرده مال زنده ست زنده دوست اونا چیه قضیه,یه حس ناامیدگونه ای که همیشه همراهمه اینه که میبینم اطرافیانم خیلی بی ذوقن یعنی واقعا کمتر کسی رو میبینم اندازه خودم از اتفاقات زندگی ذوق کنه و هیجان زده و حیرت زده شه و اینا نمیفهمم چرا واقعا مثلا کودک درونشون مرده مال من زنده ست؟ من زنده بودن رو دوست دارم اونا نه؟ چیه قضیه..
- چییییی؟؟! بیمارستان؟؟! ترسناک ترین دیالوگ تو فیلمهای ایرانی,FEAR, بیمارستان ترسناک ترین دیالوگ فیلمهای ایرانی,- چییییی؟؟! بیمارستان؟؟! ترسناک ترین دیالوگ تو فیلمهای ایرانی
کم کم دارن فجازی نخبگانی!!! را چنان سفت می بندند که از دستشون فرار نکنه!!! من که به سختی میام اینجا! شما با چی میاین که همیشه اینجا هستین؟؟؟,SURPRISE, کم کم دارن فجازی نخبگانی سفت بندند دستشون فرار نکنه سختی میام میاین هستین,کم کم دارن فجازی نخبگانی!!! را چنان سفت می بندند که از دستشون فرار نکنه!!! من که به سختی میام اینجا! شما با چی میاین که همیشه اینجا هستین؟؟؟
اون لحظه ای که دارین به یه متاهل آمار میدین خودتونو بذارین جای همسر طرف اگه بازم تونستین ادامه بدین تبریک میگم شما خیلی حروم زاده اید,HATE, لحظه دارین متاهل آمار میدین خودتونو بذارین همسر بازم تونستین ادامه بدین تبریک حروم,اون لحظه ای که دارین به یه متاهل آمار میدین خودتونو بذارین جای همسر طرف اگه بازم تونستین ادامه بدین تبریک میگم شما خیلی حروم زاده اید
منم اینو دیدم ولی خیلی بدم اومد از کارشون واسه همین کلا شبکه رو حذف کردم?,HATE, اینو دیدم بدم اومد کارشون واسه کلا شبکه حذف,منم اینو دیدم ولی خیلی بدم اومد از کارشون واسه همین کلا شبکه رو حذف کردم?
وقتی مامانم اینا مهمون دارن یا بیرونن و جواب نمیدن ناراحت میشم ازشون. بعدش ولی یادم میوفته که من بودم که ولشون کردم رفتم.,SAD, مامانم اینا مهمون دارن بیرونن جواب نمیدن ناراحت میشم ازشون بعدش یادم میوفته بودم ولشون رفتم,وقتی مامانم اینا مهمون دارن یا بیرونن و جواب نمیدن ناراحت میشم ازشون. بعدش ولی یادم میوفته که من بودم که ولشون کردم رفتم.
کجایند مدعیان ارزشها که هروقت ملت به حکومت اعتراض میکرد پای شهدای جنگ را به میان میکشیدند و میگفتند معترضین وطن فروشند و ما فلان قدر شهید دادیم که یک وجب از ایران به دست بیگانه نی افتد؟الآن #دریای_خزر به دست بیگانه افتاد،پس چرا خفه شدهاند یا دارند ماستمالی میکنند؟ #خزر_پر,ANGRY, کجایند مدعیان ارزشها هروقت ملت حکومت اعتراض میکرد پای شهدای جنگ میکشیدند میگفتند معترضین وطن فروشند فلان قدر شهید دادیم وجب ایران دست بیگانه نی افتد الآن دریای خزر دست بیگانه افتاد خفه شدهاند ماستمالی میکنند خزر پر,کجایند مدعیان ارزشها که هروقت ملت به حکومت اعتراض میکرد پای شهدای جنگ را به میان میکشیدند و میگفتند معترضین وطن فروشند و ما فلان قدر شهید دادیم که یک وجب از ایران به دست بیگانه نی افتد؟الآن #دریای_خزر به دست بیگانه افتاد،پس چرا خفه شدهاند یا دارند ماستمالی میکنند؟ #خزر_پر
حضور #فاطمه_معتمدآریا در فستيوال سليمانيه به همراه گروه #سه_رخ #جعفري و #نويد_محمدزاده مشت محكمي زدتو دهن بعضي از فاشيست هايي هنوز نميدونن كورد چيه و كيه!درود برشرفشون! #فستيوال_صنوبر_طلايي,HAPPY, حضور فاطمه معتمدآریا فستیوال سلیمانیه همراه گروه سه رخ جعفری نوید محمدزاده مشت محکمی زدتو دهن بعضی فاشیست نمیدونن کورد چیه کیه درود برشرفشون فستیوال صنوبر طلایی,حضور #فاطمه_معتمدآریا در فستيوال سليمانيه به همراه گروه #سه_رخ #جعفري و #نويد_محمدزاده مشت محكمي زدتو دهن بعضي از فاشيست هايي هنوز نميدونن كورد چيه و كيه!درود برشرفشون! #فستيوال_صنوبر_طلايي
چه رخداد شگفت انگیز و معجزه آسایی واقعا …,SURPRISE, رخداد شگفت انگیز معجزه آسایی واقعا,چه رخداد شگفت انگیز و معجزه آسایی واقعا …
نکته جالبیه که خیلی از تیم های ایرانی فرقی نداره چه رشته ورزشی باشه در برابر اکثر رغیبا که مملو از امکانات هستن خیلی خوب عمل میکنن. نبود امکانات عدم موفقیت نیست! #پرسپولیس #ایران #فوتبال #بیرانوند,HAPPY, نکته جالبیه تیم ایرانی فرقی رشته ورزشی اکثر رغیبا مملو امکانات هستن خوب امکانات موفقیت پرسپولیس ایران فوتبال بیرانوند,نکته جالبیه که خیلی از تیم های ایرانی فرقی نداره چه رشته ورزشی باشه در برابر اکثر رغیبا که مملو از امکانات هستن خیلی خوب عمل میکنن. نبود امکانات عدم موفقیت نیست! #پرسپولیس #ایران #فوتبال #بیرانوند
از فيلتر تلگرام ميگم، ميگه دغدغه شما الان اينه؟ بالا رفتن دلار، دغدغه شما اينه واقعاً؟ گرونى مرغ، اينه دغدغه تون؟ حصر، اينه؟... عجب گيرى افتاديم. دغدغه تو چيه الان؟ ...اينه؟,ANGRY, فیلتر تلگرام میگه دغدغه رفتن دلار دغدغه واقعاً گرونی مرغ دغدغه تون حصر عجب گیری افتادیم دغدغه چیه,از فيلتر تلگرام ميگم، ميگه دغدغه شما الان اينه؟ بالا رفتن دلار، دغدغه شما اينه واقعاً؟ گرونى مرغ، اينه دغدغه تون؟ حصر، اينه؟... عجب گيرى افتاديم. دغدغه تو چيه الان؟ ...اينه؟
الآن، چهلم دختران حادثه آتش سوزي مدرسه ابتدايي زاهدان. چيزهايي تازه اي اينجا از ماجرا شنيدم كه عمق فاجعه را نشان مي دهد.كاش برخي مسؤولان مي توانستند اين بچه ها را فرزندان خودشان بدانند. به اميد اين كه ديگر حوادث براي هيچ يك از هموطنان روي ندهد مخصوصا شهروندان عزيز و مظلوم زاهدان.,SAD, الآن چهلم دختران حادثه آتش سوزی مدرسه ابتدایی زاهدان چیزهایی ماجرا شنیدم عمق فاجعه کاش مسوولان بچه فرزندان خودشان بدانند امید حوادث هموطنان ندهد مخصوصا شهروندان عزیز مظلوم زاهدان,الآن، چهلم دختران حادثه آتش سوزي مدرسه ابتدايي زاهدان. چيزهايي تازه اي اينجا از ماجرا شنيدم كه عمق فاجعه را نشان مي دهد.كاش برخي مسؤولان مي توانستند اين بچه ها را فرزندان خودشان بدانند. به اميد اين كه ديگر حوادث براي هيچ يك از هموطنان روي ندهد مخصوصا شهروندان عزيز و مظلوم زاهدان.
امید خلق ایران رجوی قهرمان درود .درود .درود #آزادی_زندانی_سیاسی #براندازم,HAPPY, امید خلق ایران رجوی قهرمان درود درود درود آزادی زندانی سیاسی براندازم,امید خلق ایران رجوی قهرمان درود .درود .درود #آزادی_زندانی_سیاسی #براندازم
یاد خواب دیشبم افتادم اعصابم خورد شد. لعنت بهت مرد، لعنت بهت که تو خواب هم ولم نمیکنی همش کابوس اینو میبینم که باهات کلاس دارم ابلیس. ولم کن.,ANGRY, یاد خواب دیشبم افتادم اعصابم خورد لعنت بهت مرد لعنت بهت خواب ولم نمیکنی همش کابوس اینو میبینم باهات کلاس ابلیس ولم,یاد خواب دیشبم افتادم اعصابم خورد شد. لعنت بهت مرد، لعنت بهت که تو خواب هم ولم نمیکنی همش کابوس اینو میبینم که باهات کلاس دارم ابلیس. ولم کن.
اسلام مخالف تفریح و شادی نیست ...میشه تفریح کرد و شاد بود امّا نه به هر قیمتی...,OTHER, اسلام مخالف تفریح شادی تفریح شاد امّا قیمتی,اسلام مخالف تفریح و شادی نیست ...میشه تفریح کرد و شاد بود امّا نه به هر قیمتی...
